pubID,topicQuery,typeQuery,tweet,tokens,hashtags,mentions,likeCount,replyCount,retweetCount,authorID,authorName,authorUsername,authorCreatedAt,authorVerified,followersCount,followingCount,pubDate,pubYear,pubMonth,pubDay,pubHour,pubMinute,geoID,geoName,longitude,latitude,validacion
1326003668982919169,tránsito,coordenadas,Buenas tardes @Claudiashein quiero reportar la nueva base de taxis ubicada en calzada de Tlalpan y Av Acoxpa en el paradero del estadio El día de hoy le pregunté aún policía de tránsito que por qué retiraba carros que se estacionan frente al motel Villa linda y no quitaba a los,"['buena', 'tarde', 'querer', 'reportar', 'nueva', 'base', 'taxis', 'ubicado', 'calzado', 'tlalpan', 'av', 'copa', 'paradero', 'estadio', 'día', 'hoy', 'preguntar', 'aún', 'policía', 'tránsito', 'retirar', 'carro', 'estacional', 'frente', 'motel', 'villa', 'linda', 'quitar']",[],['Claudiashein'],0,0,0,1274618367677169664,Cristian Hernández,Cristia80237201,2020-06-21 02:21:30,0,0,24,2020-11-09 21:28:05,2020,11,9,21,28,12,Tlalpan,-99.2058092,19.2970107,True
1326399690829680641,tránsito,palabras clave,"@marzzmilo Lo malo es que con el Metrobús, nos quitan dos carriles a las vialidades, si en años pasados se preocuparon por hacer ejes viales para evitar aglomeraciones, ahora se hace demasiado  tráfico, ejemplo Cuauhtémoc, Xola, etc. y ahora Troncoso, mucha contaminación ambiental.","['malo', 'metrobús', 'quitar', 'dos', 'carril', 'vialidad', 'si', 'año', 'pasado', 'preocupar', 'hacer', 'eje', 'vial', 'evitar', 'aglomeración', 'ahora', 'hacer', 'demasiado', 'tráfico', 'ejemplo', 'cuauhtemoc', 'sola', 'etc', 'ahora', 'tronco', 'mucho', 'contaminación', 'ambiental']",[],['marzzmilo'],0,0,0,912977375666872320,Vicente Mosqueda Reyna,VicenteMosqued2,2017-09-27 03:49:03,0,20,313,2020-11-10 23:41:44,2020,11,10,23,41,15,Cuauhtémoc,-99.1490557562,19.4313734294,True
1326614258352857088,tránsito,palabras clave,"@garcia_livas @TlalpanVecinos @Claudiashein @TlalpanAl @Sub_SPM @patiaceves @locatel_mx @CESACT @UCS_CDMX @UCS_GCDMX @TransitoCdMx @072AvialCDMX @CNPC_MX @inveacdmx, @OVIALCDMX, se solicita apoyo en base ilegal en la calle diligencia pueblo San Pedro mártir Tlalpan ya se les pidió en apoyo para que acudan a quitar está base y pongan unidades de tránsito ya que hacen mucho trafico","['solicitar', 'apoyo', 'base', 'ilegal', 'calle', 'diligencia', 'pueblo', 'san', 'pedro', 'mártir', 'tlalpan', 'pedir', 'apoyo', 'acudan', 'quitar', 'base', 'poner', 'unidad', 'tránsito', 'hacer', 'trafico']",[],"['garcia_livas', 'TlalpanVecinos', 'Claudiashein', 'TlalpanAl', 'Sub_SPM', 'patiaceves', 'locatel_mx', 'CESACT', 'UCS_CDMX', 'UCS_GCDMX', 'TransitoCdMx', '072AvialCDMX', 'CNPC_MX', 'inveacdmx', 'OVIALCDMX']",1,1,0,559179010,julio magana,yulmag0486,2012-04-20 21:57:27,0,140,1517,2020-11-11 13:54:21,2020,11,11,13,54,12,Tlalpan,-99.2062207957,19.1983396763,True
1326617275194089475,tránsito,palabras clave,"@UCS_GCDMX, @inveacdmx  se les pide su apoyo para quitar base ilegal en la calle diligencias en el pueblo de San Pedro mártir Tlalpan y manden unidades de #TránsitoGCDMX para que los quiten ya que hacen bastante tráfico y ya se han metido varias quejas","['pedir', 'apoyo', 'quitar', 'base', 'ilegal', 'calle', 'diligencias', 'pueblo', 'san', 'pedro', 'mártir', 'tlalpan', 'manden', 'unidad', 'quiten', 'hacer', 'bastante', 'tráfico', 'metido', 'varios', 'queja']",['TránsitoGCDMX'],"['UCS_GCDMX', 'inveacdmx']",0,2,0,559179010,julio magana,yulmag0486,2012-04-20 21:57:27,0,140,1517,2020-11-11 14:06:20,2020,11,11,14,6,12,Tlalpan,-99.2062207957,19.1983396763,True
1326868875703689217,tránsito,palabras clave,"Personal de la #CruzRojaMexicana auxilian a un paciente en #Av Jardin, #Monte Alto, #Azcapotzalco debido a un #accidente de #tránsito https://t.co/zoF4HXFDCX","['personal', 'auxiliar', 'paciente', 'jardin', 'alto', 'debido']","['CruzRojaMexicana', 'Av', 'Monte', 'Azcapotzalco', 'accidente', 'tránsito']",[],1,0,1,476050170,Cruz Roja CDMX,CruzRoja_CDMX,2012-01-27 12:27:33,0,43729,370,2020-11-12 06:46:06,2020,11,12,6,46,2,Azcapotzalco,-99.1821069423,19.4853286147,True
1326909402247524353,tránsito,palabras clave,@UCS_GCDMX Donde puedo reportar este asunto x q de veras es algo increible mientras estan los elementos de transito nadie c para en este momento la fila llega hasta la clinica 7 del imss esto en calz tlalpan y acoxpa paradero wstadio azteca ahi estan estorbando,"['poder', 'reportar', 'asunto', 'veras', 'increible', 'mientras', 'estar', 'elemento', 'transito', 'nadie', 'momento', 'fila', 'llegar', 'clinica', 'miss', 'call', 'tlalpan', 'copa', 'paradero', 'estadio', 'azteca', 'ahi', 'estar', 'estirar']",[],['UCS_GCDMX'],0,0,0,3497046432,mediterraneo1821,andresmoraless9,2015-09-08 15:24:19,0,112,1426,2020-11-12 09:27:08,2020,11,12,9,27,12,Tlalpan,-99.2062207957,19.1983396763,True
1326940389786456065,tránsito,palabras clave,@GobCDMX @Claudiashein @CAMegalopolis @OVIALCDMX  Personal de la alcaldía Gustavo a madero realiza trabajos de balizamientocon avispa y pintura de murales y postes en plena contingencia y obstruyen el trafico en calzada San Juan de Aragón entre Eduardo Molina y ferrocarril hdlgo,"['personal', 'alcaldía', 'gustavo', 'madero', 'realizar', 'trabajo', 'balizamientocon', 'avispa', 'pintura', 'mural', 'poste', 'pleno', 'contingencia', 'obstruir', 'trafico', 'calzado', 'san', 'juan', 'dragón', 'eduardo', 'molina', 'ferrocarril', 'algo']",[],"['GobCDMX', 'Claudiashein', 'CAMegalopolis', 'OVIALCDMX']",0,0,0,862540332,.,1605soto,2012-10-04 23:13:45,0,18,113,2020-11-12 11:30:16,2020,11,12,11,30,5,Gustavo A. Madero,-99.1158642087,19.5040652077,True
1327090584989954048,tránsito,coordenadas,"@Claudiashein Dra. Con todo respeto. Hoy hubo contingencia
y tránsito cerrando avenidas y calles provocando terribles embotellamientos. Que pasa?
Eso genera más contaminación.
Lo mismo pasa con la pandemia
la gente debe estar lo más posible en sus casas. No tres buenos fines.","['dra', 'respeto', 'hoy', 'contingencia', 'tránsito', 'cerrar', 'avenida', 'calle', 'provocar', 'terrible', 'embotellamiento', 'pasar', 'generar', 'contaminación', 'mismo', 'pasar', 'pandemia', 'gente', 'deber', 'posible', 'casa', 'tres', 'buen', 'fin']",[],['Claudiashein'],0,0,0,1240808338302087169,Agustín José Jurado Rueda,AgustnJosJurad1,2020-03-19 19:12:35,0,2,7,2020-11-12 21:27:06,2020,11,12,21,27,10,Álvaro Obregón,-99.1919955,19.357102,True
1327291311964123136,tránsito,palabras clave,"@Denuncia_Vca @IztacalcoAl @Alc_Iztapalapa @Claudiashein Buenos días, se coordina con policías de #TránsitoCDMX para el retiro y sanción de los vehículos
infractores del reglamento de tránsito.","['buen', 'día', 'coordinar', 'policía', 'retiro', 'sanción', 'vehículosinfractor', 'reglamento', 'tránsito']",['TránsitoCDMX'],"['Denuncia_Vca', 'IztacalcoAl', 'Alc_Iztapalapa', 'Claudiashein']",1,0,1,172346252,Unidad de Contacto del Secretario SSC CDMX,UCS_GCDMX,2010-07-29 07:52:54,1,669209,85,2020-11-13 10:44:43,2020,11,13,10,44,7,Iztapalapa,-99.0567989642,19.3491663204,True
1327433644055511042,incendio,coordenadas,"@SEMARNAT_mx pedimos su ayuda esta fábrica llamada Mincer S.A de C.V. Esta generando un ruido excesivamente fuerte  y saca un humo que nos está ENFERMANDO ya no podemos vivir tranquilos sobre pasa los niveles de decibeles permitidos en la norma NOM-081-SEMARNAT, https://t.co/5kslgcPqce","['pedir', 'ayuda', 'fábrica', 'llamado', 'miner', 'generar', 'ruido', 'excesivamente', 'fuerte', 'sacar', 'humo', 'enfermado', 'poder', 'vivir', 'tranquilo', 'pasar', 'nivel', 'decibel', 'permitido', 'norma', 'nom-081-semana']",[],['SEMARNAT_mx'],0,0,0,2557651128,Vianey,VianesanzVianey,2014-06-09 16:37:17,0,139,454,2020-11-13 20:10:17,2020,11,13,20,10,5,Gustavo A. Madero,-99.118665,19.484399,True
1327439739889205248,tránsito,palabras clave,"Precaución, tránsito lento por incidente a la altura de  Viaducto Tlalpan en dirección Sur, velocidad máxima 40 km/h  ⚠🚗🚕🚙🏎🚓","['precaución', 'tránsito', 'lento', 'incidente', 'altura', 'viaducto', 'tlalpan', 'dirección', 'sur', 'velocidad', 'máximo', '40', 'km']",[],[],1,1,1,351623658,Autopista Urbana Sur,AUSurMx,2011-08-09 08:27:13,0,14437,295,2020-11-13 20:34:31,2020,11,13,20,34,12,Tlalpan,-99.2062207957,19.1983396763,True
1327619466742513665,tránsito,palabras clave,"@MrElDiablo8 Segundo del dia Debido a Accidente de tránsito Para Magdalena Contreras, solo nos queda seguir difundiendo el famoso, ""MANEJA CON PRECAUCION TU FAMILIA TE ESPERA""

éxito en su Dia Señoron Jorge Becerril!!","['segundo', 'dia', 'debido', 'accidente', 'tránsito', 'magdalena', 'contreras', 'solo', 'quedar', 'seguir', 'difundir', 'famoso', 'manejar', 'precaución', 'familia', 'esperar', 'éxito', 'dia', 'señor', 'jorge', 'becerro']",[],['MrElDiablo8'],0,0,0,1062193371207360512,Maush Alv,maush_Alv53,2018-11-12 22:00:09,0,53,816,2020-11-14 08:28:41,2020,11,14,8,28,8,La Magdalena Contreras,-99.2684129061,19.2689765031,True
1327756358582669312,tránsito,palabras clave,"@UCS_GCDMX Se solicita el apoyo de una Patrulla de Tránsito en el Andaro 3 esquina Calle Carlos A Madrazo Cooperativa Palo Alto Cuajimalpa, para el retiro  de un vehículo azul estacionado en lugar balizador como prohibido, URGE IMPIDE EL PASO AL ANDADOR","['solicitar', 'apoyo', 'patrulla', 'tránsito', 'andar', 'esquina', 'calle', 'carlos', 'madrazo', 'cooperativa', 'palo', 'alto', 'cuajimalpa', 'retiro', 'vehículo', 'azul', 'estacionado', 'lugar', 'realizador', 'prohibido', 'urgir', 'impedir', 'paso', 'andador']",[],['UCS_GCDMX'],0,2,0,1245598265141129216,Vecinos Unidos,VecinosUnidos4U,2020-04-02 00:25:54,0,4,56,2020-11-14 17:32:39,2020,11,14,17,32,4,Cuajimalpa de Morelos,-99.3107285253,19.3246343001,True
1328087381287854083,pirotecnia,palabras clave,"@marcianocdmx @highvanillacoke @Claudiashein @JASRA1 El horror en cuajimalpa TODAS LAS NOCHES fiesta intensa, música a todo volumen, fuegos artificiales y hasta balaceras.","['horror', 'cuajimalpa', 'todo', 'noche', 'fiesta', 'intenso', 'música', 'volumen', 'fuego', 'artificial', 'balacero']",[],"['marcianocdmx', 'highvanillacoke', 'Claudiashein', 'JASRA1']",3,1,1,49543623,Cherry Pie 🍒,alemakesusmile,2009-06-21 23:08:43,0,1681,420,2020-11-15 15:28:01,2020,11,15,15,28,4,Cuajimalpa de Morelos,-99.3107285253,19.3246343001,True
1328159165148241921,incendio,palabras clave,"¡Maneja con precaución! Hay Movilización de Servicios de Emergencia por #incendio de pastizal en Av. Centenario y Morelos, colonia Atzacoalco, Alcaldía Gustavo A. Madero.","['manejar', 'precaución', 'movilización', 'servicio', 'emergencia', 'pastizal', 'av', 'centenario', 'morelos', 'colonia', 'atzacoalco', 'alcaldía', 'gustavo', 'madero']",['incendio'],[],3,0,1,40098528,Radio Tráfico Total,trafico889,2009-05-14 16:06:13,1,897302,69,2020-11-15 20:13:15,2020,11,15,20,13,5,Gustavo A. Madero,-99.1158642087,19.5040652077,True
1328579691960283136,pirotecnia,palabras clave,Alguien sabe que paso??? Se escucharon como fuegos artificiales pero eran demasiados estoy en la Benito Juárez... O estoy loca?,"['alguien', 'saber', 'paso', 'escuchar', 'fuego', 'artificial', 'demasiado', 'benito', 'juarez', 'loca']",[],[],11,9,0,98665795,Gin Tonic,sarahiso,2009-12-22 10:12:00,0,4960,565,2020-11-17 00:04:17,2020,11,17,0,4,14,Benito Juárez,-99.1611346584,19.3806424162,True
1328582587753918465,pirotecnia,coordenadas,"Mal mal @disneyplusla , sustote  que nos diste! 12am con tus fuegos artificiales!!  todo mundo pensamos que era una balacera 😞😒😠 https://t.co/y2xBBOUUgI","['mal', 'mal', 'susto', 'dar', '12', 'am', 'fuego', 'artificial', 'mundo', 'pensar', 'balacera']",[],['disneyplusla'],0,0,0,148636379,Pawa,PawieRos,2010-05-27 00:13:45,0,227,498,2020-11-17 00:15:47,2020,11,17,0,15,16,Miguel Hidalgo,-99.1843501,19.3998346,True
1328583808673837060,pirotecnia,coordenadas,"Escándalo en las Colonias Napoles, del Valle y Ciudad de los Deportes de la  @AlcaldiaBJ ...
Resultaron ser explosiones de cohetes y fuegos artificiales en el @WorldTradeCenter por un evento de @disneyplus 
¡QUE NO CUNDA EL PÁNICO!
Vuelvan a dormir 😴 
@GobCDMX @STaboadaMx","['escándalo', 'colonias', 'napoles', 'valle', 'ciudad', 'deportes', 'resultar', 'ser', 'explosión', 'cohete', 'fuego', 'artificial', 'evento', 'funda', 'pánico', 'vuelvan', 'dormir']",[],"['AlcaldiaBJ', 'WorldTradeCenter', 'disneyplus', 'GobCDMX', 'STaboadaMx']",8,1,4,106955108,Revista Valores,RevistaValores,2010-01-20 23:05:49,0,5966,1497,2020-11-17 00:20:38,2020,11,17,0,20,10,Álvaro Obregón,-99.1919955,19.357102,True
1328682319977320453,pirotecnia,coordenadas,Vieron los fuegos artificiales anoche? Que mega espectáculo se mamó @disneyplusla desde el WTC,"['ver', 'fuego', 'artificial', 'anoche', 'mega', 'espectáculo', 'matar', 'wtc']",[],['disneyplusla'],2,0,0,148395960,Mario del Rock,masrockmario,2010-05-26 09:54:47,0,10276,7051,2020-11-17 06:52:05,2020,11,17,6,52,10,Álvaro Obregón,-99.1919955,19.357102,True
1328735408356687872,pirotecnia,palabras clave,"Los que se espantaron por los fuegos artificiales en la Nápoles y alrededores no saben lo que es vivir en la provincia de la CDMX (Milpa Alta), acá esas detonaciones son el pan de cada día, no importa si es fiesta patronal, colado o difunto https://t.co/AEP6HwlIuE","['empatar', 'fuego', 'artificial', 'napoles', 'alrededor', 'saber', 'vivir', 'provincia', 'cdmx', 'milpa', 'alta', 'acá', 'detonación', 'pan', 'cada', 'día', 'importar', 'si', 'fiesta', 'patronal', 'colar', 'difunto']",[],[],5,2,2,3218834090,Betty Gaspar,betty_corree,2015-05-17 19:51:46,0,851,2020,2020-11-17 10:23:02,2020,11,17,10,23,9,Milpa Alta,-99.0510954218,19.1394565999,True
1328741903081365505,pirotecnia,coordenadas,@kingofkhaos Anoche @disneyplusla hizo un escándalo a medianoche con fuegos artificiales en mi colonia. Sin disculparse. Con arrogancia. Así que estoy boicoteando la plataforma. Así que o Disney o yo.,"['anoche', 'hacer', 'escándalo', 'medianoche', 'fuego', 'artificial', 'colonia', 'disculpar él', 'arrogancia', 'así', 'boicotear', 'plataforma', 'así', 'disney']",[],"['kingofkhaos', 'disneyplusla']",3,1,0,8727232,Miguel Cane,AliasCane,2007-09-07 10:09:00,0,12492,425,2020-11-17 10:48:51,2020,11,17,10,48,10,Álvaro Obregón,-99.1919955,19.357102,True
1328742691270750210,pirotecnia,palabras clave,"Ojalá ocupara tanto su atención la vulnerabilidad de personas que caminamos y vivimos en Benito Juárez, como unos fuegos artificiales de 5 minutos.","['ojalá', 'ocupar', 'atención', 'vulnerabilidad', 'persona', 'camino', 'vivir', 'benito', 'juarez', 'fuego', 'artificial', 'minuto']",[],[],2,0,0,124653341,Carmen,Utopia_Urbana,2010-03-19 21:41:34,0,5153,1331,2020-11-17 10:51:59,2020,11,17,10,51,14,Benito Juárez,-99.1611346584,19.3806424162,True
1328777724941512705,tránsito,palabras clave,"Nuevamente volando el reglamento de tránsito taxi con placas A-4358-K sobre banqueta en Av. Tlahuac 4186 @Alc_Iztapalapa y en lugar prohibido apoyo a @OVIALCDMX @SSC_CDMX @UCS_GCDMX para infracción, Gracias.","['nuevamente', 'volar', 'reglamento', 'tránsito', 'taxi', 'placa', 'a-4358-k', 'banqueta', 'av', 'tlahuac', '4186', 'lugar', 'prohibido', 'apoyo', 'infracción', 'gracias']",[],"['Alc_Iztapalapa', 'OVIALCDMX', 'SSC_CDMX', 'UCS_GCDMX']",1,3,0,117292815,Alfonso,orbealfonso,2010-02-24 22:03:15,0,32,134,2020-11-17 13:11:11,2020,11,17,13,11,7,Iztapalapa,-99.0567989642,19.3491663204,True
1328834410574057474,tránsito,coordenadas,"@semovi @UCS_GCDMX cómo siempre Colonia Algarin a reventar de tráfico. Y no pidan ubicación exacta por qué toda esta igual entre Bolivar y Tlalpan, eje 3 y viaducto. Todo ese cuadrante está paralizado. Y la contaminación bien gracias @Claudiashein https://t.co/x3A9nGAdm8","['cómo', 'siempre', 'colonia', 'again', 'reventar', 'tráfico', 'pidan', 'ubicación', 'exacto', 'todo', 'igual', 'bolivar', 'tlalpan', 'eje', 'viaducto', 'cuadrante', 'paralizado', 'contaminación', 'bien', 'gracias']",[],"['semovi', 'UCS_GCDMX', 'Claudiashein']",0,0,0,325311647,Ivan Zeus,jicp007,2011-06-27 20:48:50,0,141,358,2020-11-17 16:56:26,2020,11,17,16,56,16,Miguel Hidalgo,-99.1843501,19.3998346,True
1329200337668988933,tránsito,palabras clave,"Es flagrante el bloqueo diario de vialidades en la Alcaldía Benito Juárez sin consecuencia alguna, la fila de autos ilegalmente estacionados en ambos lados de Avenida Coyoacán prácticamente va del Eje 8 Sur a Comunal, más tráfico y contaminación y peligro a ciclistas y peatones.","['flagrante', 'bloqueo', 'diario', 'vialidad', 'alcaldía', 'benito', 'juarez', 'consecuencia', 'alguno', 'fila', 'auto', 'ilegalmente', 'estacionado', 'ambos', 'lado', 'avenida', 'coyoacán', 'prácticamente', 'ir', 'eje', 'sur', 'comunal', 'tráfico', 'contaminación', 'peligro', 'ciclista', 'peatón']",[],[],0,0,0,163686326,Alvaro Perez,AlvaroPVega,2010-07-06 19:27:17,0,244,320,2020-11-18 17:10:30,2020,11,18,17,10,3,Coyoacán,-99.1503763525,19.3266672536,True
1329532459193602049,incendio,palabras clave,"¡Precaución! Por un #incendio de basura, servicios de emergencia se dirigen a trabajar sobre Periférico y Viaducto Tlalpan, colonia Arenal de Guadalupe.","['precaución', 'basura', 'servicio', 'emergencia', 'dirigir', 'trabajar', 'periférico', 'viaducto', 'tlalpan', 'colonia', 'arenal', 'guadalupe']",['incendio'],[],3,0,0,40098528,Radio Tráfico Total,trafico889,2009-05-14 16:06:13,1,897302,69,2020-11-19 15:10:14,2020,11,19,15,10,12,Tlalpan,-99.2062207957,19.1983396763,True
1329822138094776324,tránsito,palabras clave,"Hola, qué tal el estacionamiento ilegal a todo lo que da @LaSEMOVI @SSC_CDMX @OVIALCDMX @UCS_GCDMX. No fuera una #ciclovia porque ""quita un carril, genera tráfico, incrementa el robo de autopartes""...
Av. Río Churubusco y Calz. de la Viga, en @Alc_Iztapalapa https://t.co/niZwcsr3LB","['hola', 'tal', 'estacionamiento', 'ilegal', 'da', 'quita', 'carril', 'generar', 'tráfico', 'incrementar', 'robo', 'autopartes', 'av', 'río', 'churubusco', 'call', 'viga']",['ciclovia'],"['LaSEMOVI', 'SSC_CDMX', 'OVIALCDMX', 'UCS_GCDMX', 'Alc_Iztapalapa']",0,1,0,70870916,Daniel Alejandro,_Dan_Ram,2009-09-01 21:27:39,0,187,1887,2020-11-20 10:21:19,2020,11,20,10,21,7,Iztapalapa,-99.0567989642,19.3491663204,True
1330026614663606272,pirotecnia,coordenadas,tiraron fuegos artificiales y momo y appa se asutaron muchísimo y siguen asustados y yo también me asusté horrible pq me da ansiedad y quiero llorar pwro no puedo porque no quiero espantarlos mas y los odio a ellos con su pirotecnia de mierds,"['tirar', 'fuego', 'artificial', 'momo', 'papa', 'asustar', 'muchísimo', 'seguir', 'asustado', 'asustar', 'horrible', 'pq', 'dar', 'ansiedad', 'querer', 'llorar', 'pero', 'poder', 'querer', 'espantar él', 'mas', 'odiar', 'pirotecnia', 'mierda']",[],[],6,1,0,1475539686,"amil⁷ - elle, él",apolito__,2013-06-01 14:00:20,0,1375,636,2020-11-20 23:53:50,2020,11,20,23,53,12,Tlalpan,-99.2058092,19.2970107,True
